Date,Close,Adj Close,High,Low,Open,Volume,Ticker
2000-08-11,16.89417266845703,16.89417266845703,17.011168324055763,16.75377788173855,17.011168324055763,1017600,EL
2000-08-14,17.22175407409668,17.22175407409668,17.36214880839638,17.08135933979698,17.08135933979698,824400,EL
2000-08-15,16.87077522277832,16.87077522277832,17.572749226500026,16.77717868894876,17.291959625011344,821400,EL
2000-08-16,16.35599136352539,16.35599136352539,16.894171336860275,15.654017485262498,16.870772207584846,4300400,EL
2000-08-17,16.07520294189453,16.07520294189453,16.35599251293199,15.934808156375803,16.332593382012202,2578400,EL
2000-08-18,16.09859848022461,16.09859848022461,16.192194983016613,15.771010720452598,16.07519935452661,1301400,EL
2000-08-21,15.817814826965332,15.817814826965332,16.12200357363774,15.560424349011754,16.098604439278326,1405800,EL
2000-08-22,15.864609718322754,15.864609718322754,16.028403623969155,15.81781145956664,15.864609718322754,964600,EL
2000-08-23,15.817814826965332,15.817814826965332,16.005007901840663,15.630621752090002,15.911411364402998,1579600,EL
2000-08-24,15.724211692810059,15.724211692810059,15.911404689153036,15.537018696467083,15.864606440067291,1241400,EL
2000-08-25,15.77100944519043,15.77100944519043,15.79440856899635,15.3966234642957,15.724211197578589,1206000,EL
2000-08-28,15.700813293457031,15.700813293457031,15.93480454969335,15.537019414091606,15.794409795951557,1199000,EL
2000-08-29,15.65401554107666,15.65401554107666,15.74761204655395,15.466822530122082,15.677414667445984,1496200,EL
2000-08-30,15.560419082641602,15.560419082641602,15.724212967722039,15.420024324001226,15.63061646196179,972000,EL
2000-08-31,15.326425552368164,15.326425552368164,15.677412397078886,15.279627306406734,15.607215028136741,646400,EL
2000-09-01,15.65401554107666,15.65401554107666,15.724212920184629,15.162633887320892,15.326427771906149,847600,EL
2000-09-05,15.77100944519043,15.77100944519043,15.79440856899635,15.630614702354906,15.724211197578589,719800,EL
2000-09-06,15.537017822265625,15.537017822265625,15.911403793886485,15.466820452586715,15.747609931302359,1058200,EL
2000-09-07,15.747617721557617,15.747617721557617,15.771016856359337,15.443428969135256,15.630622047549016,573000,EL
2000-09-08,15.513622283935547,15.513622283935547,15.747613570269417,15.49022315530216,15.747613570269417,510400,EL
2000-09-11,15.934805870056152,15.934805870056152,15.958204997618642,15.373226808556375,15.443424191243848,678600,EL
2000-09-12,15.911405563354492,15.911405563354492,16.028401192496805,15.817809060040643,15.88800643752603,740200,EL
2000-09-13,15.883294105529785,15.883294105529785,16.070707605300047,15.649027230816957,15.93014748047235,1240200,EL
2000-09-14,15.414755821228027,15.414755821228027,15.930142793974253,14.524541959211819,15.906716113394879,4590800,EL
2000-09-15,15.133639335632324,15.133639335632324,15.555319688637558,14.899372472851637,15.414759570969146,3784000,EL
2000-09-18,14.758817672729492,14.758817672729492,15.133644788227384,14.66511089385502,15.06336470407153,1808400,EL
2000-09-19,14.290274620056152,14.290274620056152,14.758808214156355,14.079434502711063,14.758808214156355,3929400,EL
2000-09-20,13.423490524291992,13.423490524291992,13.493770579392997,13.072090248786965,13.353210469190987,7910800,EL
2000-09-21,13.165799140930176,13.165799140930176,13.540626162736018,12.95495894116439,13.400066029558827,4117000,EL
2000-09-22,13.985732078552246,13.985732078552246,14.05601213924849,12.83782442051362,12.83782442051362,6374600,EL
2000-09-25,13.985732078552246,13.985732078552246,14.149718886843479,13.540625027476045,13.915452017856003,2980800,EL
2000-09-26,13.540630340576172,13.540630340576172,13.915457478031568,13.470350252303286,13.892030781940605,2189600,EL
2000-09-27,13.49377155303955,13.49377155303955,13.681185046831766,13.446918179591496,13.540624926487604,3189600,EL
2000-09-28,14.032585144042969,14.032585144042969,14.102865203195105,13.493771357209933,13.517198043593979,3320800,EL
2000-09-29,13.728039741516113,13.728039741516113,13.845173186409594,13.587479607643933,13.68118636355872,1617600,EL
2000-10-02,13.728039741516113,13.728039741516113,13.821746497430897,13.540626229686541,13.68118636355872,2259000,EL
2000-10-03,13.587484359741211,13.587484359741211,13.845178028632855,13.353217388021536,13.70461784560105,2042400,EL
2000-10-04,13.798320770263672,13.798320770263672,14.032587676380203,13.47034710170053,13.540627173535487,1191800,EL
2000-10-05,14.290274620056152,14.290274620056152,14.430834698286214,13.962301104186013,13.962301104186013,4201600,EL
2000-10-06,14.032585144042969,14.032585144042969,14.290278694267464,13.93887839850679,14.243425321499375,1704400,EL
2000-10-09,14.009157180786133,14.009157180786133,14.149717286278971,13.868597075293296,14.079437233532552,1577000,EL
2000-10-10,14.009157180786133,14.009157180786133,14.056010549283746,13.845170391044489,14.056010549283746,2104000,EL
2000-10-11,13.681184768676758,13.681184768676758,13.985731689897303,13.423491219951682,13.985731689897303,5107200,EL
2000-10-12,13.259506225585938,13.259506225585938,13.704613325031401,13.025239331140956,13.681186635586904,4318400,EL
2000-10-13,13.165799140930176,13.165799140930176,13.610906229324613,12.95495894116439,13.259505896381636,2809800,EL
2000-10-16,13.564051628112793,13.564051628112793,13.91545192935924,13.212651326866348,13.212651326866348,3187200,EL
2000-10-17,13.259506225585938,13.259506225585938,13.657759946142406,13.165799467807945,13.564053188364413,1581400,EL
2000-10-18,13.165799140930176,13.165799140930176,13.774893051364668,12.650411985947144,12.931532252301526,4098400,EL
2000-10-19,13.751463890075684,13.751463890075684,13.774890574726578,12.931529927294338,13.118943404501504,8254400,EL
2000-10-20,14.126289367675781,14.126289367675781,14.196569414281134,13.868595863456157,13.962302592263294,2208200,EL
2000-10-23,13.985732078552246,13.985732078552246,14.009158765450994,13.704611835767276,14.009158765450994,1526800,EL
2000-10-24,15.297629356384277,15.297629356384277,15.461616194814123,14.477695164235044,14.52454854664357,3040800,EL
2000-10-25,16.18783950805664,16.18783950805664,16.515813101562852,15.531892321044214,15.555319006294658,2819600,EL
2000-10-26,16.07070541381836,16.07070541381836,16.3986789936922,16.00042536098825,16.117558782371766,1280400,EL
2000-10-27,16.515823364257812,16.515823364257812,16.53925006406527,15.813022370034076,16.047289368108654,1124600,EL
2000-10-30,16.867212295532227,16.867212295532227,16.867212295532227,16.58609209060669,16.67979882558187,1238600,EL
2000-10-31,17.406028747558594,17.406028747558594,17.406028747558594,16.539241313292553,16.867214937068894,2343000,EL
2000-11-01,17.24203872680664,17.24203872680664,17.71057238786117,17.148331994595736,17.49973224038663,2815600,EL
2000-11-02,17.007776260375977,17.007776260375977,17.17176308382313,16.679802613481677,17.007776260375977,1029800,EL
2000-11-03,16.937496185302734,16.937496185302734,17.14833638677953,16.30497558087234,16.49238909329616,1076600,EL
2000-11-06,16.843788146972656,16.843788146972656,17.10148170694025,16.67980133608419,16.93749489605178,712800,EL
2000-11-07,16.304977416992188,16.304977416992188,17.382605234781902,16.304977416992188,16.820364634195965,1797800,EL
2000-11-08,17.14833641052246,17.14833641052246,17.335749923205768,16.445535737960064,16.445535737960064,798600,EL
2000-11-09,16.796932220458984,16.796932220458984,17.054625741274954,16.72665216932736,16.960919006432782,1865600,EL
2000-11-10,16.445533752441406,16.445533752441406,16.679800615011796,16.37525369367029,16.539240497469564,1620600,EL
2000-11-13,16.492395401000977,16.492395401000977,16.656382287090473,16.304981816898692,16.42211530696262,1533200,EL
2000-11-14,16.3986759185791,16.3986759185791,16.515809317997522,16.304969199044365,16.515809317997522,1676400,EL
2000-11-15,16.703229904174805,16.703229904174805,16.843790043620874,16.351829555559625,16.398682935374982,1328600,EL
2000-11-16,16.515823364257812,16.515823364257812,16.750090362332394,16.492396664450354,16.586103463680185,950800,EL
2000-11-17,16.586097717285156,16.586097717285156,16.67980448404948,16.515817642211914,16.515817642211914,1270800,EL
2000-11-20,16.211273193359375,16.211273193359375,16.679807100681902,16.11756641189487,16.56267362385127,925200,EL
2000-11-21,16.07070541381836,16.07070541381836,16.187838835201873,15.85986525532803,16.117558782371766,1566600,EL
2000-11-22,16.023855209350586,16.023855209350586,16.070708587155707,15.859868387032671,16.070708587155707,1353800,EL
2000-11-24,15.953571319580078,15.953571319580078,16.047278052734733,15.766157853270766,16.047278052734733,384000,EL
2000-11-27,15.906717300415039,15.906717300415039,16.047277394380412,15.742730524122099,16.000424029725288,1483200,EL
2000-11-28,15.789586067199707,15.789586067199707,15.976999551676856,15.719306010520777,15.953572866117213,1000800,EL
2000-11-29,15.93014907836914,15.93014907836914,15.953575768190273,15.531895351409913,15.930149078369142,1497400,EL
2000-11-30,16.23469352722168,16.23469352722168,16.32840027196755,16.023853351543476,16.023853351543476,1184200,EL
2000-12-01,16.656387329101562,16.656387329101562,16.726667444414225,16.281560047434017,16.304986752538237,1337800,EL
2000-12-04,16.796932220458984,16.796932220458984,16.867212271590613,16.679798801906273,16.679798801906273,1109200,EL
2000-12-05,16.3986759185791,16.3986759185791,16.984342915671213,16.23468915939331,16.890636196136473,1167200,EL
2000-12-06,16.375255584716797,16.375255584716797,16.70322923019038,16.11756200613041,16.422108962641595,765800,EL
2000-12-07,16.562671661376953,16.562671661376953,16.750085202099747,16.140991194750665,16.211271272521714,1093600,EL
2000-12-08,16.67979621887207,16.67979621887207,16.773502939202814,16.281542657466417,16.562662818458644,660600,EL
2000-12-11,16.351823806762695,16.351823806762695,16.65637066849323,16.258117080076378,16.65637066849323,1096600,EL
2000-12-12,16.422115325927734,16.422115325927734,16.492395420047252,16.234701741609015,16.304981835728537,1764800,EL
2000-12-13,16.534687042236328,16.534687042236328,16.605047412628824,16.276699017463848,16.487780128641333,1128600,EL
2000-12-14,16.08907127380371,16.08907127380371,16.37051275381194,15.901443620464892,16.323605840477235,1567000,EL
2000-12-15,15.90144157409668,15.90144157409668,16.276696832482443,15.526186315710918,16.08906920328956,1641200,EL
2000-12-18,16.370506286621094,16.370506286621094,16.370506286621094,15.901437338580376,15.924890785982411,1284800,EL
2000-12-19,16.440872192382812,16.440872192382812,16.605046379753254,16.370511826366908,16.370511826366908,1058000,EL
2000-12-20,16.534687042236328,16.534687042236328,16.628500869426322,16.22979210386885,16.440873215046334,2792000,EL
2000-12-21,15.057120323181152,15.057120323181152,15.737270618153511,14.822585738707927,15.713817159706188,7127200,EL
2000-12-22,15.057120323181152,15.057120323181152,15.104027240075798,14.564597695787377,15.057120323181152,2823400,EL
2000-12-26,15.338566780090332,15.338566780090332,15.47928757623795,14.986764789721288,15.033671721770494,1088600,EL
2000-12-27,15.924888610839844,15.924888610839844,15.94834205503843,15.338552505875196,15.47927317106671,820400,EL
2000-12-28,16.300153732299805,16.300153732299805,16.417421025337934,15.643456891286288,15.90144493597017,939400,EL
